ID,Name,Age,Club,Position,Wage,IR,Value,PAC,SHO,PAS,DRI,DEF,PHY
251693,A. Alfárnez,35,Ecuador,ST,0,2,0,79,70,56,72,30,72
251700,S. Mandíquez,31,Ecuador,ST,0,2,0,80,80,56,74,29,80
251702,P. Vaquizo,34,Ecuador,RW,0,1,0,79,71,68,78,27,74
251708,L. Conderia,27,Ecuador,ST,0,1,0,53,72,52,63,36,77
251723,P. Bhatt,35,India,ST,0,1,0,71,62,51,61,29,70
251775,Paulinho,23,Boavista FC,LW,3000,1,1100000,74,55,64,73,41,55
251779,G. Debeljuh,23,CFR Cluj,ST,4000,1,775000,61,63,42,60,20,79
251819,J. Neufville,20,Luton Town,ST,2000,1,150000,77,53,35,51,18,55
251823,T. Tattermusch,19,SV Meppen,ST,500,1,110000,64,56,44,60,23,45
251827,M. Halsøy,18,FK Bodø/Glimt,ST,500,1,60000,62,49,39,49,17,44
251828,E. Melkersen,17,FK Bodø/Glimt,ST,500,1,110000,65,50,38,53,17,46
251864,R. Grecu,22,FC Argeș,RW,1000,1,190000,76,49,53,59,27,49
251892,Beto,22,Portimonense SC,ST,2000,1,525000,54,64,46,57,21,73
251914,Simón Moreno,22,FC Cartagena,ST,4000,1,1300000,74,68,52,66,21,55
251941,T. Štrkalj,23,CD Tondela,ST,2000,1,925000,57,68,46,63,20,57
251948,M. Azarkan,17,Feyenoord,LW,550,1,600000,78,54,50,71,23,38
251954,C. Summerville,18,Leeds United,RW,14000,1,1800000,91,59,58,72,23,46
251961,R. Philippe,19,AS Nancy Lorraine,ST,750,1,275000,54,61,46,55,22,54
251977,V. Postolachi,20,Royal Excel Mouscron,ST,2000,1,650000,49,65,48,59,31,70
251980,T. Tushi,19,FC Basel 1893,ST,2000,1,130000,55,53,41,53,19,47
252021,T. Dallinga,19,FC Groningen,ST,1000,1,210000,52,61,45,55,24,48
252037,Fábio Silva,17,Wolverhampton Wanderers,ST,7000,1,2100000,75,69,45,72,22,64
252070,O. Windsor,18,West Bromwich Albion,ST,4000,1,120000,69,54,48,54,19,45
252082,C. Brym,21,Royal Excel Mouscron,ST,2000,1,575000,56,64,46,61,23,65
252084,Marcos André,23,Real Valladolid CF,ST,9000,1,1600000,73,70,52,67,24,67
252114,B. Rollheiser,20,River Plate,RW,5000,1,1700000,78,63,60,71,33,52
252162,A. Ueda,21,Kashima Antlers,ST,3000,1,925000,80,64,51,62,27,69
252164,J. Ramírez,22,Audax Italiano,ST,1000,1,325000,74,60,56,60,35,47
252204,E. Bolaños,21,SD Ponferradina,ST,2000,1,600000,71,62,51,61,23,56
252219,D. Szelągowski,17,Raków Częstochowa,ST,500,1,250000,73,55,46,60,18,51
252222,A. Stawiarz,17,Jagiellonia Białystok,ST,500,1,60000,63,49,35,52,19,42
252289,Richard Rodrigues,20,Os Belenenses,ST,2000,1,1400000,69,68,64,73,46,53
252304,I. Zlatanović,22,C.D. Castellón,ST,3000,1,1000000,77,65,55,64,26,72
252330,R. Burrell,19,Middlesbrough,ST,2000,1,150000,75,54,37,55,16,48
252370,N. Silva,21,CD Huachipato,ST,1000,1,120000,60,55,41,56,24,53
252375,Adrián Herrera,20,CD Numancia,ST,2000,1,275000,56,59,42,57,28,60
252386,Carlos Kevin,19,SD Huesca,ST,2000,1,325000,55,60,47,59,26,62
252391,Rúben Fonseca,20,CD Tondela,ST,1000,1,550000,58,60,40,55,37,66
252434,M. Mawa,23,Strømsgodset IF,LW,1000,1,600000,82,61,52,64,27,71
252464,A. Dallas,20,Cambridge United,ST,2000,1,150000,81,54,44,57,28,59
252468,A. Toure,20,Adelaide United,ST,750,1,450000,81,58,50,62,29,65
252486,M. Adam,19,Western Sydney Wanderers,ST,1000,1,130000,80,53,40,52,19,49
252494,F. Szymczak,18,Lech Poznań,ST,750,1,190000,71,54,42,57,20,55
252511,H. Turski,17,Pogoń Szczecin,ST,500,1,120000,61,53,45,58,18,61
252522,J. Westerman,18,PEC Zwolle,RW,800,1,325000,72,56,51,62,30,49
252549,J. Bird,19,Milton Keynes Dons,ST,1000,1,60000,66,48,37,47,17,53
252590,Fer Niño,19,Villarreal CF,ST,5000,1,1200000,64,62,55,61,28,63
252594,I. Lihadji,18,LOSC Lille,RW,3000,1,600000,75,57,57,70,23,39
252665,Lee Sung Yoon,19,Jeonbuk Hyundai Motors,ST,1000,1,60000,63,51,42,55,20,46
252692,S. Nicholson,23,Sporting de Charleroi,ST,7000,1,1500000,67,74,58,62,22,75
252750,V. Covil,16,Forest Green Rovers,ST,650,1,70000,75,50,35,54,18,46
252755,B. O'Brien-Whitmarsh,20,Cork City,ST,500,1,60000,72,49,37,48,18,51
252760,L. Lotefa,20,Dundalk,ST,500,1,50000,64,48,36,47,18,50
252775,D. Hayashi,23,Sagan Tosu,ST,850,1,180000,59,55,48,62,29,61
252777,A. Chukwu,18,Salford City,ST,1000,1,120000,71,49,36,50,22,66
252782,K. Moncrieffe,18,Salford City,ST,1000,1,100000,73,48,37,52,20,56
252784,L. Štor,21,SG Dynamo Dresden,ST,2000,1,600000,79,60,54,67,30,61
252827,João Pedro,23,FC Paços de Ferreira,ST,2000,1,575000,72,62,52,61,19,60
252830,Bruno Duarte,24,Vitória Guimarães,ST,4000,1,1300000,69,68,60,67,26,62
252910,R. Postema,18,FC Groningen,ST,1000,1,775000,68,66,46,59,28,54
252916,Nacho,21,Elche CF,ST,3000,1,400000,67,63,42,55,30,64
252918,E. Özkayımoğlu,18,Göztepe SK,ST,2000,1,170000,49,58,40,52,30,56
252942,G. Borrelli,19,Pescara,ST,600,1,325000,52,57,36,52,24,63
252960,I. Jansson,18,Kalmar FF,CF,500,1,325000,79,51,50,63,40,67
252993,T. Suleymanov,19,Lokomotiv Moscow,ST,5000,1,550000,68,59,47,60,22,55
253002,G. Raspadori,20,Sassuolo,ST,6000,1,1000000,59,68,50,64,26,45
253013,J. Bergström,25,Mjällby AIF,ST,700,1,210000,60,56,38,55,31,74
253047,Q. van den Heerik,17,PEC Zwolle,ST,500,1,210000,73,57,43,56,19,42
253049,L. Rodríguez,29,Estudiantes de Mérida,ST,500,1,375000,60,67,44,65,19,57
253072,D. Núñez,21,SL Benfica,ST,8000,1,5000000,80,73,50,69,32,74
253099,S. Arce,18,Mazatlán FC,ST,900,1,170000,73,50,56,56,37,57
253155,E. Hustad,23,SK Brann,ST,950,1,230000,54,59,44,52,27,67
253156,A. Gonçalves Pereira,23,La Berrichonne de Châteauroux,ST,2000,1,800000,76,66,49,65,18,70
253173,J. Perea,20,Panathinaikos FC,ST,500,1,950000,77,66,51,63,24,61
253225,A. Tapsoba,18,Standard de Liège,ST,1000,1,275000,82,62,43,59,21,49
253227,E. Walker,17,Carlisle United,ST,500,1,120000,56,58,41,51,21,48
253240,I. Franco,20,Club Libertad,CF,500,1,3700000,80,67,56,71,27,60
253270,G. Viera,19,Santa Clara,ST,700,1,450000,69,57,48,51,44,69
253280,L. Acevedo,23,Peñarol,ST,500,1,130000,65,54,54,56,47,57
253292,T. Vecino,21,Nacional de Montevideo,ST,500,1,1600000,62,66,50,63,25,61
253301,J. Trinidad,27,Centro Atlético Fénix,ST,500,1,325000,58,62,50,61,29,61
253307,E. Mozzone,22,Centro Atlético Fénix,ST,500,1,875000,74,63,51,66,37,67
253349,A. Cabeza,22,Independiente del Valle,ST,500,1,1200000,64,64,54,63,35,74
253385,F. Viñas,22,Club América,ST,33000,1,10000000,73,77,49,68,26,75
253407,S. Greenwood,17,Arsenal,ST,2000,1,210000,67,56,46,55,22,52
253416,Raúl García,19,Real Betis,ST,3000,1,975000,68,63,46,63,23,59
253444,A. Kalimuendo,18,Paris Saint-Germain,ST,7000,1,1100000,81,66,49,64,25,56
253527,D. Morales,28,Sport Huancayo,LW,500,1,550000,73,58,59,69,32,67
253556,E. López,17,Olimpia Asunción,ST,500,1,1100000,66,67,44,55,25,69
253560,E. Díaz,28,Club Atlético Tigre,ST,3000,1,210000,49,62,49,56,30,68
253566,J. Otero,26,Caracas FC,ST,500,1,130000,63,53,50,52,39,72
253568,L. Campana,20,Famalicão,ST,3000,1,875000,67,66,48,62,29,59
253569,A. Quiñónez,22,Barcelona Sporting Club,ST,500,1,1200000,65,66,50,64,41,72
253571,C. Neumann,34,Sport Huancayo,ST,500,1,400000,67,67,62,65,36,65
253715,D. Sarmiento,17,Estudiantes de La Plata,LW,650,1,500000,73,60,54,68,35,37
253718,J. Ramírez,23,Liverpool Fútbol Club,ST,500,1,950000,68,67,48,59,24,60
253728,O. Millán,18,Club Necaxa,ST,1000,1,220000,61,61,46,57,23,43
253732,E. Rivas,18,Estudiantes de Mérida,ST,500,1,450000,74,55,48,63,18,56
253753,G. Popovic,16,Perth Glory,ST,500,1,100000,63,53,37,51,21,62
253906,C. Fernández,28,Centro Atlético Fénix,RW,500,1,550000,73,56,57,70,32,52
253909,F. Mera,28,Delfín SC,RW,500,1,450000,75,61,57,67,30,48
253915,A. Osorio,22,Deportivo Binacional,ST,500,1,1100000,56,67,57,57,31,63
253919,J. De Santis,18,Caracas FC,ST,500,1,100000,62,52,42,54,31,63
253971,T. Dickson-Peters,16,Norwich City,ST,2000,1,250000,71,59,43,57,20,46
253995,P. Rovaglia,19,Chievo Verona,ST,500,1,325000,71,58,49,49,29,66
253998,H. Bradbury,20,Morecambe,ST,2000,1,170000,62,55,43,53,31,62
254022,N. Woltemade,18,SV Werder Bremen,ST,2000,1,425000,59,60,49,54,29,59
254080,B. Badu,20,FC Chambly Oise,ST,800,1,450000,62,60,46,54,23,61
254081,F. Sasere,22,FC Lugano,ST,1000,1,160000,73,59,37,50,18,64
254084,E. Kornvig,20,Lyngby BK,RW,2000,1,80000,67,48,46,53,24,49
254088,D. Traore,17,Atalanta,ST,2000,1,425000,77,60,53,68,19,40
254117,M. Beier,17,TSG 1899 Hoffenheim,ST,1000,1,425000,58,62,44,57,24,39
254244,Nabili Touaizi,19,RCD Espanyol,ST,1000,1,200000,66,60,42,50,19,49
254246,D. Rivera,16,New England Revolution,LW,500,1,500000,69,54,51,67,24,44
254247,M. Mohamed,22,Egypt,ST,0,1,0,70,73,57,67,38,75
254267,B. Białek,18,VfL Wolfsburg,ST,5000,1,1300000,68,65,44,60,35,73
254270,M. Kvinge,17,SK Brann,ST,500,1,70000,56,51,39,48,18,46
254275,T. Silverholt,19,Mjällby AIF,ST,500,1,170000,58,52,43,56,18,53
254281,A. Selmani,23,Varbergs BoIS,ST,900,1,775000,68,66,49,66,27,68
254326,H. Ogunby,18,Burnley,RW,2000,1,160000,78,50,47,57,24,38
254461,N. Viera,27,Sol de América,ST,500,1,750000,67,67,48,61,26,64
254501,P. Ba,22,ESTAC Troyes,ST,2000,1,375000,59,60,41,62,25,66
254525,P. Gueye,20,KV Kortrijk,ST,3000,1,650000,74,63,52,68,20,65
254541,M. Juwara,18,Bologna,ST,2000,1,425000,65,61,43,63,20,40
254552,K. Harratt,18,Huddersfield Town,ST,2000,1,275000,74,56,38,56,22,54
254647,M. Rush,19,Southend United,ST,1000,1,80000,64,51,44,53,20,44
254659,M. Zerkane,20,FC Girondins de Bordeaux,CF,4000,1,500000,61,59,54,70,18,55
254692,E. Colley,20,Hellas Verona,ST,4000,1,650000,69,66,46,63,21,50
254698,M. Márquez,19,Zamora FC,ST,500,1,150000,57,55,43,57,24,50
254699,K. Toporkiewicz,18,Jagiellonia Białystok,ST,700,1,80000,72,50,37,52,18,47
254704,K. Miura,53,Yokohama FC,ST,850,1,0,25,63,55,60,19,47
254724,D. Fleitas,23,Nacional Asunción,ST,500,1,375000,59,63,51,58,21,62
254725,F. Romero,20,Nacional Asunción,ST,500,1,425000,62,59,44,57,25,67
254788,Marc Echarri,21,Rayo Vallecano,ST,2000,1,775000,68,68,46,59,23,66
254793,R. Smit,19,SC Heerenveen,ST,1000,1,525000,70,60,46,57,25,61
254824,Pedro Mendes,20,UD Almería,ST,5000,1,4300000,71,72,57,67,34,74
254838,J. Davison,20,Charlton Athletic,ST,1000,1,230000,65,57,41,55,19,52
254849,Y. Badji,18,Club Brugge KV,ST,3000,1,1100000,70,63,52,64,28,70
254858,C. Saydee,18,Bournemouth,ST,1000,1,275000,72,57,46,58,22,54
254893,S. Portocarrero,23,Delfín SC,LW,500,1,275000,62,58,56,63,37,54
254894,Leonardo,23,Urawa Red Diamonds,ST,7000,1,2400000,69,72,56,67,31,63
254925,J. March,23,Forest Green Rovers,ST,3000,1,200000,70,56,45,57,20,62
254932,J. Caicedo,25,Emelec,LW,500,1,550000,68,58,56,65,23,52
254952,I. Pitta,20,Olimpia Asunción,ST,500,1,450000,65,63,38,56,24,62
255000,T. Moffi,21,KV Kortrijk,ST,6000,1,1700000,74,68,48,65,24,74
255031,R. Robinson,21,Inter Miami,ST,1000,1,230000,65,59,44,56,19,55
255036,R. Königsdörffer,18,SG Dynamo Dresden,ST,700,1,425000,77,60,41,58,23,50
255043,D. Dike,20,Orlando City SC,ST,2000,1,825000,70,61,43,50,19,78
255051,M. Abeijón,20,Liverpool Fútbol Club,ST,500,1,575000,68,63,44,61,22,54
255060,C. Zúñiga,28,Alianza Lima,ST,500,1,325000,60,62,47,64,22,63
255072,S. Müller,19,DSC Arminia Bielefeld,ST,2000,1,220000,54,58,43,55,17,51
255105,I. Shkurin,20,PFC CSKA Moscow,ST,8000,1,850000,72,64,56,62,34,63
255117,K. Elliott,19,Cork City,ST,500,1,150000,66,54,40,52,20,51
255147,S. Gollnack,18,SG Dynamo Dresden,ST,650,1,170000,64,54,40,51,19,50
255155,M. El Ghezouani,22,Elche CF,ST,3000,1,230000,51,61,47,55,23,57
255157,Y. Oda,18,Vissel Kobe,CF,650,1,140000,64,49,49,57,38,64
255188,J. Browne,19,Finn Harps,ST,500,1,45000,54,50,38,44,15,44
255201,J. Pósito,30,Cusco FC,ST,500,1,300000,60,63,46,62,21,49
255204,P. Gutiérrez,28,Cusco FC,RW,500,1,250000,70,61,59,62,27,46
255224,S. Zobo,19,Toulouse Football Club,ST,800,1,210000,55,61,42,55,23,56
255226,M. Hosoya,18,Kashiwa Reysol,ST,800,1,275000,73,57,40,58,28,53
255307,B. Martínez,20,Independiente,ST,3000,1,450000,72,61,50,61,39,57
255370,T. Zárate,19,Vélez Sarsfield,ST,3000,1,800000,73,64,47,62,31,62
255402,M. Isais,19,Club León,RW,2000,1,275000,67,61,50,61,29,40
255404,Nacho Díaz,19,UD Almería,ST,1000,1,400000,57,61,46,59,21,44
255409,R. Boženík,20,Feyenoord,ST,7000,1,3100000,76,69,60,67,32,73
255419,J. Mumbongo,21,Burnley,ST,6000,1,160000,52,60,45,54,21,59
255420,E. Kara,24,SK Rapid Wien,ST,11000,1,1200000,61,69,47,56,28,76
255435,D. Torres,17,Olimpia Asunción,LW,500,1,160000,63,50,50,58,23,48
255440,I. Someno,18,Kashima Antlers,ST,750,1,325000,69,61,55,54,25,57
255486,M. Ali,19,Portimonense SC,ST,1000,1,800000,73,61,51,66,17,63
255507,J. Scrimshaw,19,Bournemouth,ST,1000,1,90000,64,54,43,48,23,49
255516,G. Mbenza,20,KSV Cercle Brugge,ST,2000,1,525000,75,63,43,62,19,60
255525,J. Larsson,18,Nottingham Forest,ST,3000,1,170000,64,53,38,51,20,46
255529,E. Touré,18,Stade de Reims,ST,3000,1,950000,69,65,48,62,22,58
255532,I. Nuhu,18,KAS Eupen,LW,900,1,325000,72,48,52,69,31,32
255540,J. Arweiler,23,ADO Den Haag,ST,2000,1,425000,56,64,51,57,26,61
255554,Jeong Han Min,19,FC Seoul,ST,1000,1,60000,53,49,40,47,27,53
255559,C. Barbu,20,FC Argeș,ST,1000,1,160000,66,55,44,59,17,49
255562,F. Stojilković,20,FC Sion,ST,4000,1,230000,58,57,43,56,27,63
255578,Júnior Santos,25,Yokohama F. Marinos,ST,6000,1,1100000,69,67,52,68,26,74
255617,M. Ezmat,22,Qingdao Huanghai F.C.,LW,2000,1,40000,62,52,39,55,21,35
255618,Gao Xiang,31,Qingdao Huanghai F.C.,RW,2000,1,25000,64,52,41,53,23,34
255642,M. Hyllegaard,21,Odense Boldklub,ST,2000,1,140000,84,58,39,51,19,46
255707,R. Cronvall,18,Varbergs BoIS,ST,500,1,100000,72,56,39,50,20,45
255739,E. Christopoulos,19,AEK Athens,ST,500,1,170000,61,57,40,50,27,52
255744,J. van Kaam,17,FC Groningen,RW,500,1,210000,65,54,51,64,28,45
255761,J. Puljić,26,Jagiellonia Białystok,ST,4000,1,775000,69,67,57,64,23,62
255784,N. González,23,River Plate Montevideo,ST,500,1,110000,59,55,42,59,19,55
255787,C. Martin,22,River Plate Montevideo,RW,500,1,160000,63,53,52,59,26,52
255788,A. Morales,22,River Plate Montevideo,ST,500,1,100000,57,55,36,54,16,51
255809,B. Scorza,19,Centro Atlético Fénix,ST,500,1,80000,60,50,37,52,20,49
255818,J. Pereira,21,SD Aucas,ST,500,1,90000,58,55,39,55,17,46
255839,J. Antiste,17,Toulouse Football Club,ST,500,1,900000,60,66,47,62,20,53
255876,A. Trezza,21,Nacional de Montevideo,LW,500,1,650000,83,55,53,71,25,52
255889,I. Kargbo Jr.,20,Dynamo Kyiv,ST,500,1,875000,79,63,51,68,22,60
255912,M. Faal,23,Bolton Wanderers,ST,2000,1,100000,67,54,42,48,21,61
255933,R. Martínez,17,Club América,ST,1000,1,180000,54,59,42,52,22,55
255969,A. Al Hamlawi,19,Helsingborgs IF,ST,500,1,160000,65,56,43,54,30,59
256022,V. Abrego,23,Club Bolívar,ST,500,1,80000,66,46,54,57,38,57
256029,C. Dunbar,17,LA Galaxy,ST,500,1,150000,78,53,45,61,18,40
256030,P. Koffi,18,Paris FC,ST,750,1,190000,64,56,43,55,27,56
256035,K. Sulemana,18,FC Nordsjælland,LW,1000,1,925000,91,55,52,70,27,52
256060,R. De Vries,28,Sligo Rovers,ST,550,1,70000,59,53,38,52,24,60
256065,M. Karamoko,20,LASK Linz,ST,5000,1,825000,67,65,49,58,28,66
256096,Martínez,20,Real Sociedad,ST,3000,1,230000,55,58,40,48,19,59
256157,J. Amarilla,18,Club Libertad,ST,500,1,275000,63,57,43,58,32,52
256166,S. Rodríguez,19,Caracas FC,ST,500,1,70000,62,47,39,51,26,55
256180,K. Ferreyra,21,Alianza Lima,LW,500,1,110000,64,43,52,55,46,55
256182,G. Sánchez,20,Alianza Lima,ST,500,1,160000,58,52,40,59,23,62
256249,J. Zeballos,23,Girona FC,ST,2000,1,700000,61,67,51,61,21,52
256264,J. Gullan,20,Hibernian,ST,1000,1,180000,69,57,39,53,18,54
256268,A. Broja,18,Vitesse,ST,1000,1,425000,71,59,45,58,28,63
256290,N. Hecker,28,SC Verl,RW,550,1,160000,72,58,51,61,24,54
256291,M. Haeder,31,SC Verl,ST,550,1,140000,61,57,45,61,25,58
256383,S. Tounekti,17,FK Bodø/Glimt,LW,500,1,400000,73,53,53,62,25,48
256392,A. Kuol,18,Central Coast Mariners,ST,500,1,60000,65,48,32,43,18,50
256444,L. Arriagada,18,Colo-Colo,ST,500,1,190000,62,56,40,52,24,58
256458,K. Swaleh,17,FK Bodø/Glimt,RW,500,1,60000,67,45,42,53,18,36
256479,Felipe Micael,18,Beerschot AC,ST,900,1,425000,80,64,45,60,21,53
256486,I. Takidine,19,RSC Anderlecht,RW,2000,1,550000,75,49,54,71,23,38
256501,E. Roldán,19,Boca Juniors,RW,2000,1,170000,70,55,49,61,31,50
256508,D. Romero,17,Club Atlético Talleres,ST,550,1,250000,59,62,41,60,20,49
256530,A. Aravena,17,Universidad Católica,ST,650,1,900000,64,68,54,65,19,58
256532,G. Tapia,18,Universidad Católica,RW,850,1,100000,67,50,44,52,25,37
256612,Evanilson,20,FC Porto,ST,9000,1,9000000,72,76,54,70,25,58
256618,J. Da Rosa,22,Independiente,ST,3000,1,350000,69,64,46,61,19,46
256632,Luis Henrique,18,Olympique de Marseille,RW,5000,1,1600000,84,62,58,68,36,63
256685,Hong Si Hoo,19,Seongnam FC,LW,600,1,160000,69,55,51,56,28,48
256689,L. Gueye,22,FC Metz,RW,7000,1,1400000,77,69,63,68,24,54
256711,L. Appéré,21,Dundee United,ST,2000,1,575000,73,62,58,63,43,61
256849,M. Biron,22,AS Nancy Lorraine,ST,1000,1,110000,66,56,39,54,18,50
256852,R. Del Campo,20,Famalicão,ST,2000,1,600000,69,64,50,63,28,53
256853,M. Tillman,18,Bayern München II,ST,700,1,525000,66,64,48,61,18,56
256877,J. Hawkins,19,FC Ingolstadt 04,RW,950,1,130000,72,43,45,59,24,36
256882,Javi Cueto,19,Real Oviedo,ST,2000,1,800000,67,63,49,62,25,62
256893,Jefferson,20,Clube Sport Marítimo,ST,2000,1,400000,54,59,42,54,29,68
256899,L. Colombo,18,Milan,ST,3000,1,525000,62,63,44,57,24,57
256903,Gonçalo Ramos,19,SL Benfica,CF,3000,1,1400000,78,65,54,70,27,59
256973,N. Milinceanu,27,FC Vaduz,ST,2000,1,325000,74,59,54,61,24,65
256981,D. Djokic,19,FC Vaduz,ST,900,1,170000,69,54,43,56,20,51
257020,M. Guilavogui,22,Paris FC,LW,2000,1,220000,76,56,46,61,24,54
257024,M. Marleku,20,FC Luzern,ST,2000,1,110000,48,53,34,46,28,64
257028,F. Kerber,17,WSG Tirol,ST,500,1,180000,71,55,38,48,18,56
257039,R. Kharchouch,24,Sparta Rotterdam,ST,3000,1,850000,68,67,50,61,24,65
257052,T. Herr,19,1. FC Saarbrücken,ST,650,1,110000,60,52,35,56,26,57
257060,L. Jastremski,19,Bayern München II,ST,1000,1,200000,55,58,38,50,18,51
257073,Tiago Tomás,18,Sporting CP,ST,2000,1,1300000,72,65,49,63,23,58
257078,S. Doucouré,18,La Berrichonne de Châteauroux,ST,500,1,425000,53,58,46,56,23,68
257080,M. Mustapha,19,1. FSV Mainz 05,ST,3000,1,375000,62,63,43,57,24,69
257111,J. Le Douaron,22,Stade Brestois 29,ST,3000,1,325000,74,55,38,51,29,75
257112,R. Saïd,20,Stade Brestois 29,ST,3000,1,140000,79,60,43,67,20,28
257144,P. Hobsch,25,VfB Lübeck,ST,900,1,400000,71,63,48,62,25,65
257167,M. Kvistgaarden,18,Brøndby IF,ST,1000,1,190000,69,57,44,60,29,61
257171,N. Fatar,18,Angers SCO,RW,2000,1,325000,62,67,50,63,27,41
257178,C. Engelhart,20,Deportivo Toluca,ST,3000,1,190000,61,58,48,58,26,57
257180,F. D'Amico,19,Sampdoria,LW,2000,1,550000,69,61,56,64,29,45
257190,D. Abiama,21,SpVgg Greuther Fürth,ST,2000,1,210000,73,59,37,54,20,54
257206,M. Ntelo,19,Standard de Liège,ST,2000,1,275000,79,54,39,60,18,63
257236,A. Becker,23,SSV Jahn Regensburg,ST,3000,1,425000,53,61,39,58,27,74
257254,M. Thompson,18,Burnley,ST,4000,1,525000,67,63,48,58,26,51
257256,F. Brosowski,22,SC Verl,ST,500,1,130000,74,54,45,57,20,52
257275,C. Smith,20,Hamilton Academical FC,ST,1000,1,110000,70,54,38,51,19,45
257277,Z. Robinson,18,AFC Wimbledon,ST,600,1,170000,66,54,46,55,25,59
257289,H. Ekitike,18,Stade de Reims,ST,2000,1,325000,56,59,45,56,22,64
257325,E. Samba,19,Servette FC,ST,2000,1,170000,58,53,37,49,24,64
257343,N. Babil,18,SCR Altach,LW,1000,1,325000,81,56,52,61,24,61
257358,Ander Vitoria,30,UD Logroñés,ST,4000,1,725000,62,66,51,64,18,72
257383,Chico,25,Querétaro,ST,2000,1,325000,57,64,45,60,29,64
257428,G. Vázquez,18,Club Tijuana,ST,1000,1,170000,72,52,53,61,27,39
257438,I. Davies,18,Cardiff City,ST,2000,1,220000,77,58,43,61,19,48
257485,M. O'Neill,18,Wigan Athletic,CF,500,1,120000,69,51,47,54,19,43
257488,J. Mungaray,19,Club Atlas,RW,2000,1,450000,66,64,52,65,31,47
257512,E. Montejano,18,U.N.A.M.,ST,1000,1,275000,53,60,45,56,24,56
257518,O. Maritu,20,Shijiazhuang Ever Bright F.C.,ST,1000,1,45000,52,52,30,46,18,56
257523,Wang Zhen'ao,20,Dalian YiFang FC,RW,2000,1,50000,58,49,41,49,30,44
257536,J. Kuchta,23,SK Slavia Praha,ST,500,1,2700000,74,69,58,69,30,78
257542,D. Whitehall,24,Kilmarnock,ST,1000,1,180000,67,57,49,57,28,69
257548,D. Willms,21,FSV Zwickau,LW,500,1,220000,86,49,53,60,40,60
257612,S. Mara,17,FC Girondins de Bordeaux,ST,1000,1,825000,71,63,47,60,25,60
257667,M. Roginić,24,Podbeskidzie Bielsko-Biała,ST,1000,1,500000,67,61,42,59,20,67
257671,K. Sadłocha,17,Stal Mielec,ST,500,1,110000,72,50,39,53,19,53
257699,S. Morris,18,Fleetwood Town,RW,700,1,60000,68,47,42,51,23,40
257703,Pedro Henrique,23,Farense,ST,2000,1,925000,54,67,44,62,39,71
257709,Deng Jiaxing,19,Chongqing Dangdai Lifan FC SWM Team,ST,1000,1,40000,55,50,35,48,18,52
257718,A. Winter,18,Hamilton Academical FC,ST,550,1,140000,71,53,41,56,20,42
257719,Jaume Cuéllar,18,SPAL,CF,2000,1,450000,62,62,56,64,23,52
257799,V. Buhăcianu,26,UTA Arad,ST,2000,1,375000,70,63,40,60,22,54
257870,L. Jamieson,18,St. Mirren,ST,550,1,170000,62,56,41,48,20,52
257874,A. Martin,28,Harrogate Town,ST,2000,1,110000,71,55,38,57,22,66
257877,J. Adamu,19,FC Red Bull Salzburg,ST,5000,1,1400000,81,66,49,65,21,62
257903,O. Karakullukçu,28,BB Erzurumspor,ST,3000,1,250000,54,65,41,56,29,57
257920,C. Tengstedt,20,AC Horsens,ST,2000,1,230000,72,56,40,60,23,54
257942,Uriarte,19,CD Mirandés,ST,1000,1,450000,66,61,51,62,24,49
257944,L. Zjawiński,18,Stal Mielec,ST,500,1,190000,66,53,45,56,20,69
258006,M. Durrans,21,TSV 1860 München,ST,500,1,80000,57,53,38,51,17,49
258027,M. Marić,25,AC Monza,ST,3000,1,2400000,69,70,52,64,28,72
258041,Novoa,17,RB Leipzig,ST,2000,1,425000,54,63,45,62,22,45
258081,L. Martínez Dupuy,19,Rosario Central,ST,2000,1,325000,68,61,45,58,21,49
258111,I. Jackson Jr,23,Grimsby Town,ST,2000,1,180000,77,59,45,58,29,57
258121,A. Amoo,18,Hammarby IF,RW,500,1,250000,87,47,47,66,22,38
258164,Jandro,20,CE Sabadell FC,ST,1000,1,375000,51,65,45,58,22,49
258165,A. Musaba,19,KSV Cercle Brugge,RW,3000,1,1600000,84,66,56,70,24,61
258185,Luis Carbonell,17,Real Zaragoza,ST,500,1,425000,71,61,51,67,19,44
258199,B. Petrović,22,TSV Hartberg,ST,2000,1,425000,64,62,50,59,23,63
258219,S. Cavero,18,Alianza Lima,LW,500,1,100000,66,51,47,54,25,46
258221,S. Pineau,17,Alianza Lima,ST,500,1,70000,59,47,38,50,16,54
258269,M. Colossi,19,Colo-Colo,ST,800,1,50000,58,52,37,45,17,46
258287,V. Lisakovich,22,Lokomotiv Moscow,ST,12000,1,1100000,70,66,57,67,21,57
258324,I. Ouattara,19,LOSC Lille,ST,3000,1,325000,69,62,47,56,22,47
258338,I. El Harchi,21,FC Cartagena,ST,1000,1,350000,57,60,48,58,39,63
258350,Lucas Silva,22,FC Paços de Ferreira,RW,5000,1,1400000,85,67,61,73,28,48
258358,João Victor,21,CD Nacional,RW,3000,1,1100000,82,58,59,72,31,48
258376,J. Benguche,24,Boavista FC,ST,5000,1,1500000,68,70,48,61,23,73
258380,J. Cozma,17,FC Argeș,ST,500,1,100000,63,49,37,52,28,58
258395,W. Jarmouni,20,FC Sochaux-Montbéliard,ST,950,1,300000,62,58,49,58,26,64
258437,E. Emegha,17,Sparta Rotterdam,ST,500,1,500000,69,59,48,56,29,65
